period,NG,OIL,SUN
2021-09-28 10:00:00,11558,0,0
2021-09-28 11:00:00,12933,0,0
2021-09-28 12:00:00,13840,0,30
2021-09-28 13:00:00,13487,0,800
2021-09-28 14:00:00,13640,-1,1920
2021-09-28 15:00:00,14992,0,2382
2021-09-28 16:00:00,16791,-1,2392
2021-09-28 17:00:00,18232,0,2273
2021-09-28 18:00:00,19090,-1,2322
2021-09-28 19:00:00,19974,-1,2155
2021-09-28 20:00:00,19524,0,2255
2021-09-28 21:00:00,19886,0,2078
2021-09-28 22:00:00,20139,0,1595
2021-09-28 23:00:00,20008,0,521
2021-09-29 00:00:00,19516,0,9
2021-09-29 01:00:00,19035,-2,0
2021-09-29 02:00:00,17860,0,0
2021-09-29 03:00:00,16506,-1,0
2021-09-29 04:00:00,14414,0,-1
2021-09-29 05:00:00,12448,0,0
2021-09-29 06:00:00,12028,0,-1
2021-09-29 07:00:00,11345,0,0
2021-09-29 08:00:00,10946,0,0
2021-09-29 09:00:00,10810,-3,-1
2021-09-29 10:00:00,11225,-2,0
2021-09-29 11:00:00,12464,-1,-1
2021-09-29 12:00:00,13086,-1,27
2021-09-29 13:00:00,13408,0,689
2021-09-29 14:00:00,13940,0,1698
2021-09-29 15:00:00,15200,0,2224
2021-09-29 16:00:00,16583,-1,2336
2021-09-29 17:00:00,18303,0,2250
2021-09-29 18:00:00,19504,-1,2310
2021-09-29 19:00:00,20138,0,2278
2021-09-29 20:00:00,20891,0,2285
2021-09-29 21:00:00,21611,0,2188
2021-09-29 22:00:00,21609,-1,1689
2021-09-29 23:00:00,21422,-1,627
2021-09-30 00:00:00,20909,-1,10
2021-09-30 01:00:00,20275,-1,0
2021-09-30 02:00:00,19017,-1,0
2021-09-30 03:00:00,17066,0,0
2021-09-30 04:00:00,14738,-2,0
2021-09-30 05:00:00,12799,0,0
2021-09-30 06:00:00,11874,0,-1
2021-09-30 07:00:00,11701,0,0
2021-09-30 08:00:00,10874,0,0
2021-09-30 09:00:00,10478,0,0
2021-09-30 10:00:00,10989,-1,0
2021-09-30 11:00:00,12355,0,0
2021-09-30 12:00:00,13369,0,31
2021-09-30 13:00:00,13711,-2,557
2021-09-30 14:00:00,14288,0,1429
2021-09-30 15:00:00,15172,0,1885
2021-09-30 16:00:00,16395,0,2043
2021-09-30 17:00:00,17096,-1,1974
2021-09-30 18:00:00,18112,0,1826
2021-09-30 19:00:00,19034,0,1734
2021-09-30 20:00:00,19952,-2,1531
2021-09-30 21:00:00,20046,0,1219
2021-09-30 22:00:00,19974,0,680
2021-09-30 23:00:00,19862,-2,215
2021-10-01 00:00:00,20030,-1,8
2021-10-01 01:00:00,19578,-1,-1
2021-10-01 02:00:00,19040,0,-1
2021-10-01 03:00:00,17353,-1,0
2021-10-01 04:00:00,15455,0,0
2021-10-01 05:00:00,14060,0,0
2021-10-01 06:00:00,12314,0,0
2021-10-01 07:00:00,11417,0,-1
2021-10-01 08:00:00,11137,0,0
2021-10-01 09:00:00,11097,0,-1
2021-10-01 10:00:00,11574,0,-1
2021-10-01 11:00:00,13194,0,0
2021-10-01 12:00:00,14212,-2,17
2021-10-01 13:00:00,14038,-1,593
2021-10-01 14:00:00,14156,0,1705
2021-10-01 15:00:00,14630,-2,2153
2021-10-01 16:00:00,15775,0,2354
2021-10-01 17:00:00,17307,0,2390
2021-10-01 18:00:00,18885,-3,2395
2021-10-01 19:00:00,19832,0,2374
2021-10-01 20:00:00,19832,0,2226
2021-10-01 21:00:00,19578,0,2041
2021-10-01 22:00:00,20097,0,1523
2021-10-01 23:00:00,19733,-2,467
2021-10-02 00:00:00,19009,0,10
2021-10-02 01:00:00,18707,0,-1
2021-10-02 02:00:00,17989,0,-1
2021-10-02 03:00:00,16409,-1,0
2021-10-02 04:00:00,14924,0,0
2021-10-02 05:00:00,13501,-1,0
2021-10-02 06:00:00,12701,0,0
2021-10-02 07:00:00,12150,-1,-1
2021-10-02 08:00:00,11605,-3,0
2021-10-02 09:00:00,11431,0,0
2021-10-02 10:00:00,11695,-1,0
2021-10-02 11:00:00,11781,0,0
2021-10-02 12:00:00,12466,0,15
2021-10-02 13:00:00,12794,-2,503
2021-10-02 14:00:00,13426,0,1459
2021-10-02 15:00:00,14366,0,2037
2021-10-02 16:00:00,15524,0,2171
2021-10-02 17:00:00,17041,-1,2142
2021-10-02 18:00:00,18138,0,2256
2021-10-02 19:00:00,19154,0,2035
2021-10-02 20:00:00,18983,0,1894
2021-10-02 21:00:00,18760,-1,1485
2021-10-02 22:00:00,18556,-2,1154
2021-10-02 23:00:00,18368,-1,333
2021-10-03 00:00:00,18636,0,5
2021-10-03 01:00:00,18368,-1,-1
2021-10-03 02:00:00,17486,0,-1
2021-10-03 03:00:00,15938,-1,0
2021-10-03 04:00:00,14357,0,0
2021-10-03 05:00:00,13019,0,0
2021-10-03 06:00:00,12698,0,-1
2021-10-03 07:00:00,12436,0,-2
2021-10-03 08:00:00,11859,-1,-1
2021-10-03 09:00:00,11422,0,0
2021-10-03 10:00:00,11342,0,0
2021-10-03 11:00:00,11220,0,0
2021-10-03 12:00:00,11545,0,20
2021-10-03 13:00:00,11730,-2,588
2021-10-03 14:00:00,12683,0,1584
2021-10-03 15:00:00,13784,0,1904
2021-10-03 16:00:00,14627,0,1980
2021-10-03 17:00:00,15786,0,1888
2021-10-03 18:00:00,16507,0,1709
2021-10-03 19:00:00,17229,-1,1500
2021-10-03 20:00:00,17715,-3,1047
2021-10-03 21:00:00,17608,0,770
2021-10-03 22:00:00,17179,-1,487
2021-10-03 23:00:00,17339,0,193
2021-10-04 00:00:00,17724,0,6
2021-10-04 01:00:00,17859,-1,-1
2021-10-04 02:00:00,17062,0,0
2021-10-04 03:00:00,15769,-1,0
2021-10-04 04:00:00,14113,-1,0
2021-10-04 05:00:00,12898,0,0
2021-10-04 06:00:00,12126,-1,-1
2021-10-04 07:00:00,11582,0,-2
2021-10-04 08:00:00,11434,-1,0
2021-10-04 09:00:00,11510,0,0
2021-10-04 10:00:00,12397,-1,0
2021-10-04 11:00:00,14087,0,0
2021-10-04 12:00:00,15624,-1,13
2021-10-04 13:00:00,15492,0,359
2021-10-04 14:00:00,15510,0,987
2021-10-04 15:00:00,16333,-1,1083
2021-10-04 16:00:00,17115,0,1160
2021-10-04 17:00:00,17655,15,1234
2021-10-04 18:00:00,18529,5,1251
2021-10-04 19:00:00,19180,-1,1160
2021-10-04 20:00:00,19295,0,898
2021-10-04 21:00:00,19033,-3,683
2021-10-04 22:00:00,18821,-2,463
2021-10-04 23:00:00,18461,0,170
2021-10-05 00:00:00,18557,0,4
2021-10-05 01:00:00,18567,0,-1
2021-10-05 02:00:00,17307,0,0
2021-10-05 03:00:00,15859,0,-3
2021-10-05 04:00:00,14627,0,0
2021-10-05 05:00:00,13834,-1,0
2021-10-05 06:00:00,13325,0,0
2021-10-05 07:00:00,12704,0,-1
2021-10-05 08:00:00,12453,-1,0
2021-10-05 09:00:00,12497,-2,0
2021-10-05 10:00:00,13041,0,0
2021-10-05 11:00:00,14141,2,0
2021-10-05 12:00:00,16077,0,3
2021-10-05 13:00:00,16511,0,62
2021-10-05 14:00:00,16539,47,235
2021-10-05 15:00:00,16964,6,485
2021-10-05 16:00:00,16947,-1,819
2021-10-05 17:00:00,17148,0,1008
2021-10-05 18:00:00,17482,-2,964
2021-10-05 19:00:00,17726,0,1003
2021-10-05 20:00:00,17842,-1,800
2021-10-05 21:00:00,17382,0,720
2021-10-05 22:00:00,17610,-1,380
2021-10-05 23:00:00,17787,0,208
2021-10-06 00:00:00,18322,0,77
2021-10-06 01:00:00,18283,-1,33
2021-10-06 02:00:00,17590,0,0
2021-10-06 03:00:00,15732,0,0
2021-10-06 04:00:00,13844,-2,0
2021-10-06 05:00:00,12954,-2,0
2021-10-06 06:00:00,12077,-1,0
2021-10-06 07:00:00,11197,0,-2
2021-10-06 08:00:00,11527,0,0
2021-10-06 09:00:00,11449,0,0
2021-10-06 10:00:00,11623,0,-1
2021-10-06 11:00:00,13116,-1,0
2021-10-06 12:00:00,15122,0,7
2021-10-06 13:00:00,15684,0,104
2021-10-06 14:00:00,16424,12,281
2021-10-06 15:00:00,16876,58,476
2021-10-06 16:00:00,17417,32,508
2021-10-06 17:00:00,17849,0,653
2021-10-06 18:00:00,18566,0,709
2021-10-06 19:00:00,18836,0,924
2021-10-06 20:00:00,19212,0,1007
2021-10-06 21:00:00,18906,0,997
2021-10-06 22:00:00,18768,0,808
2021-10-06 23:00:00,18794,-3,307
2021-10-07 00:00:00,19067,0,6
2021-10-07 01:00:00,19056,-1,-2
2021-10-07 02:00:00,17997,-1,-1
2021-10-07 03:00:00,16100,-1,0
2021-10-07 04:00:00,14549,-1,0
2021-10-07 05:00:00,13361,-2,0
2021-10-07 06:00:00,12669,0,0
2021-10-07 07:00:00,12174,0,-1
2021-10-07 08:00:00,11719,-2,0
2021-10-07 09:00:00,11693,0,0
2021-10-07 10:00:00,12242,0,0
2021-10-07 11:00:00,13608,0,0
2021-10-07 12:00:00,15220,-1,3
2021-10-07 13:00:00,15554,0,122
2021-10-07 14:00:00,15872,0,431
2021-10-07 15:00:00,16456,-1,683
2021-10-07 16:00:00,17073,0,1036
2021-10-07 17:00:00,17951,0,1249
2021-10-07 18:00:00,18540,-1,1486
2021-10-07 19:00:00,19049,-2,1637
2021-10-07 20:00:00,19869,0,1620
2021-10-07 21:00:00,20131,0,1120
2021-10-07 22:00:00,19841,0,830
2021-10-07 23:00:00,19942,-1,312
2021-10-08 00:00:00,19335,-1,20
2021-10-08 01:00:00,19046,0,3
2021-10-08 02:00:00,18051,0,0
2021-10-08 03:00:00,16379,0,0
2021-10-08 04:00:00,14570,0,-1
2021-10-08 05:00:00,12891,-1,-1
2021-10-08 06:00:00,12512,0,0
2021-10-08 07:00:00,12089,-2,-1
2021-10-08 08:00:00,11822,0,0
2021-10-08 09:00:00,11495,-1,-1
2021-10-08 10:00:00,11883,0,-1
2021-10-08 11:00:00,13044,0,-1
2021-10-08 12:00:00,14751,-1,1
2021-10-08 13:00:00,15175,-1,79
2021-10-08 14:00:00,15780,0,506
2021-10-08 15:00:00,16695,0,926
2021-10-08 16:00:00,17355,0,1475
2021-10-08 17:00:00,18079,-1,1947
2021-10-08 18:00:00,19079,0,2060
2021-10-08 19:00:00,19824,0,2141
2021-10-08 20:00:00,20404,-1,2042
2021-10-08 21:00:00,20160,0,2112
2021-10-08 22:00:00,19296,0,1703
2021-10-08 23:00:00,18762,-1,515
2021-10-09 00:00:00,18313,-1,11
2021-10-09 01:00:00,17902,0,-1
2021-10-09 02:00:00,16547,0,0
2021-10-09 03:00:00,14986,-1,0
2021-10-09 04:00:00,13465,0,0
2021-10-09 05:00:00,11703,0,0
2021-10-09 06:00:00,10489,-1,0
2021-10-09 07:00:00,9789,-1,-1
2021-10-09 08:00:00,9346,-1,0
2021-10-09 09:00:00,9085,-2,0
2021-10-09 10:00:00,9155,-1,0
2021-10-09 11:00:00,9409,0,0
2021-10-09 12:00:00,10276,0,4
2021-10-09 13:00:00,10683,0,200
2021-10-09 14:00:00,11714,0,699
2021-10-09 15:00:00,12636,-1,1243
2021-10-09 16:00:00,13684,0,1870
2021-10-09 17:00:00,14854,0,2041
2021-10-09 18:00:00,15735,-2,2219
2021-10-09 19:00:00,16738,0,2215
2021-10-09 20:00:00,17298,0,2183
2021-10-09 21:00:00,18014,0,1991
2021-10-09 22:00:00,17933,0,1657
2021-10-09 23:00:00,17917,0,478
2021-10-10 00:00:00,17372,0,13
2021-10-10 01:00:00,16619,-1,3
2021-10-10 02:00:00,15836,0,0
2021-10-10 03:00:00,14266,-2,0
2021-10-10 04:00:00,12258,0,0
2021-10-10 05:00:00,11102,-1,0
2021-10-10 06:00:00,9686,-1,-1
2021-10-10 07:00:00,9258,0,0
2021-10-10 08:00:00,8505,0,-2
2021-10-10 09:00:00,8182,-1,-1
2021-10-10 10:00:00,8256,0,0
2021-10-10 11:00:00,8711,0,-1
2021-10-10 12:00:00,8901,-2,8
2021-10-10 13:00:00,8962,0,476
2021-10-10 14:00:00,9881,-1,1279
2021-10-10 15:00:00,11562,0,1697
2021-10-10 16:00:00,12839,0,2058
2021-10-10 17:00:00,14376,-1,2454
2021-10-10 18:00:00,15639,0,2533
2021-10-10 19:00:00,16713,0,2471
2021-10-10 20:00:00,17715,-2,2338
2021-10-10 21:00:00,18369,-2,2134
2021-10-10 22:00:00,18550,0,1677
2021-10-10 23:00:00,18316,-1,539
2021-10-11 00:00:00,17795,0,21
2021-10-11 01:00:00,17212,0,6
2021-10-11 02:00:00,16463,0,0
2021-10-11 03:00:00,14883,0,0
2021-10-11 04:00:00,12790,-1,0
2021-10-11 05:00:00,11751,-4,0
2021-10-11 06:00:00,10529,-1,-1
2021-10-11 07:00:00,9706,0,0
2021-10-11 08:00:00,9218,0,0
2021-10-11 09:00:00,9288,0,-1
2021-10-11 10:00:00,9830,0,0
2021-10-11 11:00:00,11328,0,0
2021-10-11 12:00:00,13044,-1,13
2021-10-11 13:00:00,13215,-1,718
2021-10-11 14:00:00,13133,-1,1831
2021-10-11 15:00:00,14532,-1,2239
2021-10-11 16:00:00,15802,-1,2151
2021-10-11 17:00:00,17245,0,2029
2021-10-11 18:00:00,18193,0,1849
2021-10-11 19:00:00,19034,-3,1686
2021-10-11 20:00:00,19568,0,1490
2021-10-11 21:00:00,19514,0,1498
2021-10-11 22:00:00,19639,-2,1157
2021-10-11 23:00:00,19449,0,384
2021-10-12 00:00:00,19508,0,15
2021-10-12 01:00:00,19136,0,0
2021-10-12 02:00:00,18154,0,0
2021-10-12 03:00:00,16619,-1,0
2021-10-12 04:00:00,14469,-1,0
2021-10-12 05:00:00,13418,0,-1
2021-10-12 06:00:00,12039,0,0
2021-10-12 07:00:00,11236,0,-1
2021-10-12 08:00:00,10820,-1,0
2021-10-12 09:00:00,10971,0,0
2021-10-12 10:00:00,11299,-1,0
2021-10-12 11:00:00,12960,-1,0
2021-10-12 12:00:00,14400,0,4
2021-10-12 13:00:00,14746,30,357
2021-10-12 14:00:00,15096,10,1198
2021-10-12 15:00:00,15581,0,1990
2021-10-12 16:00:00,16444,0,2201
2021-10-12 17:00:00,17086,-1,2058
2021-10-12 18:00:00,18100,-1,2004
2021-10-12 19:00:00,18915,-1,1884
2021-10-12 20:00:00,19201,0,1825
2021-10-12 21:00:00,19457,0,1527
2021-10-12 22:00:00,19363,-1,1214
2021-10-12 23:00:00,19700,0,342
2021-10-13 00:00:00,19614,-1,15
2021-10-13 01:00:00,19129,0,2
2021-10-13 02:00:00,18179,-1,0
2021-10-13 03:00:00,16810,-1,-1
2021-10-13 04:00:00,14862,0,0
2021-10-13 05:00:00,13565,-1,0
2021-10-13 06:00:00,12776,0,0
2021-10-13 07:00:00,12183,0,-1
2021-10-13 08:00:00,11605,0,0
2021-10-13 09:00:00,11218,-2,0
2021-10-13 10:00:00,12096,-2,0
2021-10-13 11:00:00,13404,0,0
2021-10-13 12:00:00,15507,0,11
2021-10-13 13:00:00,15197,-1,587
2021-10-13 14:00:00,15032,0,1707
2021-10-13 15:00:00,15765,0,2272
2021-10-13 16:00:00,16678,0,2365
2021-10-13 17:00:00,18180,-1,2408
2021-10-13 18:00:00,19572,0,2491
2021-10-13 19:00:00,20938,0,2509
2021-10-13 20:00:00,20973,-1,2466
2021-10-13 21:00:00,21030,-1,2208
2021-10-13 22:00:00,21496,-1,1584
2021-10-13 23:00:00,21429,0,365
2021-10-14 00:00:00,21120,-1,2
2021-10-14 01:00:00,20235,0,-1
2021-10-14 02:00:00,19319,-2,0
2021-10-14 03:00:00,17442,-2,-1
2021-10-14 04:00:00,15141,0,0
2021-10-14 05:00:00,13784,0,0
2021-10-14 06:00:00,12477,0,0
2021-10-14 07:00:00,11793,-1,-1
2021-10-14 08:00:00,11505,-1,0
2021-10-14 09:00:00,11558,-1,0
2021-10-14 10:00:00,11947,0,0
2021-10-14 11:00:00,13439,0,0
2021-10-14 12:00:00,15134,0,6
2021-10-14 13:00:00,14821,0,570
2021-10-14 14:00:00,14981,0,1725
2021-10-14 15:00:00,15908,0,2223
2021-10-14 16:00:00,16813,-1,2384
2021-10-14 17:00:00,18080,-1,2442
2021-10-14 18:00:00,19929,0,2428
2021-10-14 19:00:00,21377,-2,2403
2021-10-14 20:00:00,21978,-1,2254
2021-10-14 21:00:00,22094,0,1940
2021-10-14 22:00:00,22127,0,1294
2021-10-14 23:00:00,21666,0,295
2021-10-15 00:00:00,21479,-1,1
2021-10-15 01:00:00,20731,0,-1
2021-10-15 02:00:00,19663,0,0
2021-10-15 03:00:00,17724,0,0
2021-10-15 04:00:00,15460,0,0
2021-10-15 05:00:00,14068,0,0
2021-10-15 06:00:00,13280,-1,-1
2021-10-15 07:00:00,12297,0,-1
2021-10-15 08:00:00,11883,-1,-2
2021-10-15 09:00:00,11728,-1,0
2021-10-15 10:00:00,12087,0,0
2021-10-15 11:00:00,13567,-1,0
2021-10-15 12:00:00,14432,-1,7
2021-10-15 13:00:00,14239,-1,593
2021-10-15 14:00:00,14296,0,1889
2021-10-15 15:00:00,15181,-2,2379
2021-10-15 16:00:00,16289,0,2555
2021-10-15 17:00:00,17807,0,2505
2021-10-15 18:00:00,19781,-2,2510
2021-10-15 19:00:00,20919,0,2496
2021-10-15 20:00:00,21404,0,2408
2021-10-15 21:00:00,21423,0,2152
2021-10-15 22:00:00,21419,-1,1572
2021-10-15 23:00:00,20973,0,364
2021-10-16 00:00:00,20458,0,0
2021-10-16 01:00:00,19086,-1,-1
2021-10-16 02:00:00,18402,0,0
2021-10-16 03:00:00,17346,0,0
2021-10-16 04:00:00,16069,-1,0
2021-10-16 05:00:00,14749,-1,0
2021-10-16 06:00:00,14128,-3,0
2021-10-16 07:00:00,13624,0,0
2021-10-16 08:00:00,13044,-1,-1
2021-10-16 09:00:00,12775,0,0
2021-10-16 10:00:00,12758,0,0
2021-10-16 11:00:00,13187,0,-1
2021-10-16 12:00:00,13692,0,5
2021-10-16 13:00:00,13756,0,395
2021-10-16 14:00:00,13761,0,1231
2021-10-16 15:00:00,14121,0,1799
2021-10-16 16:00:00,14992,-1,1855
2021-10-16 17:00:00,15417,-1,1958
2021-10-16 18:00:00,15608,0,2067
2021-10-16 19:00:00,15496,0,2211
2021-10-16 20:00:00,15638,0,2106
2021-10-16 21:00:00,15366,0,2087
2021-10-16 22:00:00,15191,-2,1626
2021-10-16 23:00:00,14990,0,421
2021-10-17 00:00:00,15430,-2,1
2021-10-17 01:00:00,14846,-1,0
2021-10-17 02:00:00,13978,0,-1
2021-10-17 03:00:00,12739,-2,0
2021-10-17 04:00:00,10936,0,-1
2021-10-17 05:00:00,10152,0,0
2021-10-17 06:00:00,9945,-1,0
2021-10-17 07:00:00,9957,-2,0
2021-10-17 08:00:00,9728,0,-2
2021-10-17 09:00:00,9651,-1,0
2021-10-17 10:00:00,9818,0,-1
2021-10-17 11:00:00,10087,0,0
2021-10-17 12:00:00,10524,0,11
2021-10-17 13:00:00,10432,-2,752
2021-10-17 14:00:00,10244,0,2179
2021-10-17 15:00:00,9801,0,2680
2021-10-17 16:00:00,9906,0,2858
2021-10-17 17:00:00,10042,0,2907
2021-10-17 18:00:00,10268,-1,2866
2021-10-17 19:00:00,10279,0,2859
2021-10-17 20:00:00,10728,0,2790
2021-10-17 21:00:00,10842,-1,2572
2021-10-17 22:00:00,11862,-1,1855
2021-10-17 23:00:00,13069,-1,426
2021-10-18 00:00:00,13506,-1,1
2021-10-18 01:00:00,13614,0,-1
2021-10-18 02:00:00,12795,0,0
2021-10-18 03:00:00,12057,0,0
2021-10-18 04:00:00,10766,-2,0
2021-10-18 05:00:00,9959,-1,0
2021-10-18 06:00:00,9580,0,0
2021-10-18 07:00:00,9696,0,-1
2021-10-18 08:00:00,9892,0,0
2021-10-18 09:00:00,10074,0,0
2021-10-18 10:00:00,11327,0,0
2021-10-18 11:00:00,13124,-1,0
2021-10-18 12:00:00,14477,-1,11
2021-10-18 13:00:00,14274,0,610
2021-10-18 14:00:00,13586,-1,1675
2021-10-18 15:00:00,13195,-1,2221
2021-10-18 16:00:00,12792,0,2415
2021-10-18 17:00:00,12938,-2,2457
2021-10-18 18:00:00,13165,0,2432
2021-10-18 19:00:00,12964,-1,2397
2021-10-18 20:00:00,12834,-1,2155
2021-10-18 21:00:00,13295,0,1819
2021-10-18 22:00:00,13727,0,1162
2021-10-18 23:00:00,14043,0,290
2021-10-19 00:00:00,15123,0,-1
2021-10-19 01:00:00,15006,-1,-2
2021-10-19 02:00:00,14007,0,0
2021-10-19 03:00:00,13361,-1,0
2021-10-19 04:00:00,12168,0,0
2021-10-19 05:00:00,11553,0,0
2021-10-19 06:00:00,11128,-2,0
2021-10-19 07:00:00,10718,-2,-2
2021-10-19 08:00:00,10397,-1,0
2021-10-19 09:00:00,10713,-1,0
2021-10-19 10:00:00,11560,0,0
2021-10-19 11:00:00,13280,0,-1
2021-10-19 12:00:00,14563,-1,7
2021-10-19 13:00:00,14222,19,649
2021-10-19 14:00:00,13431,17,2023
2021-10-19 15:00:00,13023,-1,2553
2021-10-19 16:00:00,12859,0,2716
2021-10-19 17:00:00,12847,0,2758
2021-10-19 18:00:00,13032,0,2754
2021-10-19 19:00:00,13125,-1,2714
2021-10-19 20:00:00,13060,0,2655
2021-10-19 21:00:00,13583,0,2429
2021-10-19 22:00:00,14556,-1,1688
2021-10-19 23:00:00,14843,0,347
2021-10-20 00:00:00,15283,-1,0
2021-10-20 01:00:00,14905,-2,-1
2021-10-20 02:00:00,14361,-1,0
2021-10-20 03:00:00,13349,-1,-1
2021-10-20 04:00:00,12411,-1,0
2021-10-20 05:00:00,11442,0,0
2021-10-20 06:00:00,10823,0,0
2021-10-20 07:00:00,10543,0,-1
2021-10-20 08:00:00,10370,0,-1
2021-10-20 09:00:00,10662,-1,0
2021-10-20 10:00:00,11523,0,0
2021-10-20 11:00:00,12556,-1,0
2021-10-20 12:00:00,14284,0,7
2021-10-20 13:00:00,14714,0,567
2021-10-20 14:00:00,14371,-1,1646
2021-10-20 15:00:00,13567,-1,2210
2021-10-20 16:00:00,13355,-1,2465
2021-10-20 17:00:00,13731,0,2568
2021-10-20 18:00:00,14182,-3,2564
2021-10-20 19:00:00,14638,0,2461
2021-10-20 20:00:00,14871,0,2345
2021-10-20 21:00:00,15194,0,2061
2021-10-20 22:00:00,15386,0,1232
2021-10-20 23:00:00,15770,0,191
2021-10-21 00:00:00,16218,0,0
2021-10-21 01:00:00,15872,-1,-2
2021-10-21 02:00:00,15277,0,-1
2021-10-21 03:00:00,14500,0,0
2021-10-21 04:00:00,13282,0,-1
2021-10-21 05:00:00,12532,0,0
2021-10-21 06:00:00,12149,0,0
2021-10-21 07:00:00,11431,-2,0
2021-10-21 08:00:00,11210,0,-1
2021-10-21 09:00:00,11303,-1,0
2021-10-21 10:00:00,12122,-1,0
2021-10-21 11:00:00,13251,-2,0
2021-10-21 12:00:00,15351,-1,2
2021-10-21 13:00:00,15349,-2,445
2021-10-21 14:00:00,15606,0,1325
2021-10-21 15:00:00,15494,0,1838
2021-10-21 16:00:00,15443,0,1845
2021-10-21 17:00:00,16002,0,1848
2021-10-21 18:00:00,16649,-1,1791
2021-10-21 19:00:00,16549,0,1756
2021-10-21 20:00:00,16786,0,1680
2021-10-21 21:00:00,16935,0,1331
2021-10-21 22:00:00,16838,0,878
2021-10-21 23:00:00,16823,0,167
2021-10-22 00:00:00,17024,-2,0
2021-10-22 01:00:00,17160,-3,-1
2021-10-22 02:00:00,16672,-1,0
2021-10-22 03:00:00,15847,0,0
2021-10-22 04:00:00,14643,0,0
2021-10-22 05:00:00,13578,-1,0
2021-10-22 06:00:00,12726,-1,-1
2021-10-22 07:00:00,12148,0,0
2021-10-22 08:00:00,11759,-1,-2
2021-10-22 09:00:00,11696,0,0
2021-10-22 10:00:00,12559,0,0
2021-10-22 11:00:00,13974,-1,0
2021-10-22 12:00:00,15114,0,3
2021-10-22 13:00:00,15417,0,310
2021-10-22 14:00:00,15821,0,1025
2021-10-22 15:00:00,15252,0,1757
2021-10-22 16:00:00,14733,-3,2343
2021-10-22 17:00:00,14950,-1,2468
2021-10-22 18:00:00,15478,0,2421
2021-10-22 19:00:00,15913,-1,2497
2021-10-22 20:00:00,15820,0,2366
2021-10-22 21:00:00,15834,0,2273
2021-10-22 22:00:00,15901,0,1590
2021-10-22 23:00:00,15961,-1,324
2021-10-23 00:00:00,15908,0,8
2021-10-23 01:00:00,15415,-1,-2
2021-10-23 02:00:00,14240,0,-1
2021-10-23 03:00:00,13739,-1,-1
2021-10-23 04:00:00,12551,0,0
2021-10-23 05:00:00,11550,0,0
2021-10-23 06:00:00,11203,0,0
2021-10-23 07:00:00,10682,0,0
2021-10-23 08:00:00,10062,-1,-1
2021-10-23 09:00:00,9592,-2,0
2021-10-23 10:00:00,10011,-1,0
2021-10-23 11:00:00,10646,0,0
2021-10-23 12:00:00,11464,0,5
2021-10-23 13:00:00,11958,0,561
2021-10-23 14:00:00,11425,0,1932
2021-10-23 15:00:00,11393,0,2499
2021-10-23 16:00:00,11710,0,2688
2021-10-23 17:00:00,12140,0,2741
2021-10-23 18:00:00,12506,-1,2729
2021-10-23 19:00:00,13002,-1,2715
2021-10-23 20:00:00,13654,0,2621
2021-10-23 21:00:00,14010,0,2386
2021-10-23 22:00:00,14598,-2,1549
2021-10-23 23:00:00,15107,0,241
2021-10-24 00:00:00,15072,-3,0
2021-10-24 01:00:00,13797,-2,-1
2021-10-24 02:00:00,13165,0,0
2021-10-24 03:00:00,12493,0,0
2021-10-24 04:00:00,11547,0,0
2021-10-24 05:00:00,10645,0,0
2021-10-24 06:00:00,9878,0,0
2021-10-24 07:00:00,9331,-1,-2
2021-10-24 08:00:00,9140,0,0
2021-10-24 09:00:00,8885,0,0
2021-10-24 10:00:00,9162,0,0
2021-10-24 11:00:00,9352,0,0
2021-10-24 12:00:00,10049,0,1
2021-10-24 13:00:00,10501,-1,428
2021-10-24 14:00:00,10909,-1,1432
2021-10-24 15:00:00,11296,-1,1965
2021-10-24 16:00:00,11498,-2,2099
2021-10-24 17:00:00,12191,-1,2101
2021-10-24 18:00:00,12884,0,1815
2021-10-24 19:00:00,13203,0,1515
2021-10-24 20:00:00,14010,-1,933
2021-10-24 21:00:00,14332,-1,482
2021-10-24 22:00:00,14543,-1,231
2021-10-24 23:00:00,14830,0,46
2021-10-25 00:00:00,15598,0,-1
2021-10-25 01:00:00,15674,0,-2
2021-10-25 02:00:00,14838,0,0
2021-10-25 03:00:00,13538,0,0
2021-10-25 04:00:00,11990,0,0
2021-10-25 05:00:00,11507,0,-1
2021-10-25 06:00:00,10743,-1,0
2021-10-25 07:00:00,10865,-1,-2
2021-10-25 08:00:00,10981,-4,0
2021-10-25 09:00:00,11307,0,0
2021-10-25 10:00:00,12034,0,0
2021-10-25 11:00:00,13463,0,0
2021-10-25 12:00:00,14828,-1,0
2021-10-25 13:00:00,15024,0,158
2021-10-25 14:00:00,15123,0,781
2021-10-25 15:00:00,15316,0,1237
2021-10-25 16:00:00,15813,0,1582
2021-10-25 17:00:00,16322,0,1630
2021-10-25 18:00:00,16702,-2,1598
2021-10-25 19:00:00,16721,0,1661
2021-10-25 20:00:00,16888,0,1545
2021-10-25 21:00:00,16898,0,1435
2021-10-25 22:00:00,17295,-1,1056
2021-10-25 23:00:00,17466,-1,243
2021-10-26 00:00:00,17714,-1,-1
2021-10-26 01:00:00,17528,-2,0
2021-10-26 02:00:00,16885,0,0
2021-10-26 03:00:00,15764,-1,0
2021-10-26 04:00:00,14646,0,0
2021-10-26 05:00:00,12993,0,0
2021-10-26 06:00:00,12334,0,-1
2021-10-26 07:00:00,11187,-1,0
